Time_s,u,v,w,q_rad_s,p_dot,r_dot,beta_rad,p_rad_s,r_rad_s,rud_deg,ail_deg,aill_deg,ailr_deg,CY,Cl,Cn
0,0.00982119701802731,-1.19494771957397,-46.5998420715332,0.0266438871622086,-6.12535513937473e-05,0.000736526562832296,-0.00353197962976992,0.00219270517118275,-0.00140019378159195,0.170654803514481,0.125897943973541,-0.12683892250061,0.124956965446472,0.00484219519421458,-8.27452186058508e-06,6.93690089974552e-05
0.025,0.00443064980208874,-1.19344162940979,-46.5977058410645,0.0267325229942799,9.34188506107603e-07,0.000965063518378884,0.0198653917759657,0.00660753902047873,-0.00208914349786937,-0.0107674356549978,0.161925464868546,-0.218670189380646,0.105180732905865,0.0184002015739679,-8.42282406665618e-06,9.730807505548e-05
0.05,-0.00455727428197861,-1.1957939863205,-46.5990142822266,0.0265507884323597,-0.00027743776445277,0.000787508091889322,0.010390879586339,0.00414700200781226,0.000354708929080516,0.101169645786285,0.177366018295288,-0.145648717880249,0.209083303809166,0.00482779089361429,-1.75886507349787e-05,7.86175587563775e-05
0.075,-0.0195620749145746,-1.19401895999908,-46.6008071899414,0.0252876114100218,-0.0359571725130081,-0.00380766741000116,-0.0140049010515213,0.00700924685224891,-0.000635626376606524,0.206958845257759,0.0467074289917946,-0.0930643528699875,0.000350503862136975,0.0195634607225657,-0.00164327083621174,-0.000153260931256227
0.1,0.00854919943958521,-1.19533145427704,-46.5990562438965,0.0263870675116777,-0.0249962620437145,-0.00337012857198715,0.00104081770405173,0.00292421877384186,0.00272487197071314,0.148614436388016,0.189659863710403,-0.227154672145844,0.152165040373802,0.00418673269450665,-0.00115311634726822,-0.000179162845597602
0.125,-0.00897131208330393,-1.19230735301971,-46.6013946533203,0.0237914640456438,-0.0250402931123972,-0.00346050364896655,0.00141611800063401,0.00368921412155032,-0.00253968127071857,0.228133201599121,0.189931809902191,-0.226185441017151,0.153678193688393,0.0145228384062648,-0.00114984228275716,-0.000186835677595809
0.15,0.00142550049349666,-1.19453632831573,-46.596996307373,0.0247477144002914,-0.0171663835644722,-0.00356608885340393,0.00892875622957945,0.00225995387881994,-0.00107286870479584,0.170831218361855,0.0555202104151249,-0.110290698707104,0.000749720144085586,0.000786231248639524,-0.000766818760894239,-0.000239256158238277
0.175,-0.00191936013288796,-1.19420599937439,-46.6000823974609,0.0248825754970312,-0.0171001572161913,-0.00300552533008158,-0.00742937857285142,0.00601574219763279,0.000727840699255466,0.312541663646698,-0.0763649195432663,0.183592766523361,0.0308629292994738,0.0135673172771931,-0.000727267586626112,-0.000174929620698094
0.2,0.00100818194914609,-1.19402682781219,-46.5997695922852,0.0255344174802303,-0.0176193118095398,-0.00325825251638889,0.00938722584396601,0.00147315859794617,0.00175445806235075,0.234640687704086,0.117520689964294,-0.122535735368729,0.11250563710928,0.00376676768064499,-0.000803063798230141,-0.000211538950679824
0.225,0.0175884030759335,-1.19473254680634,-46.600471496582,0.0232586432248354,-0.0172666609287262,-0.0031071079429239,-0.00232425704598427,0.00999167934060097,-0.000849630741868168,0.178520634770393,0.0653128325939178,-0.102207407355309,0.0284182652831078,0.0205932762473822,-0.000749251572415233,-0.000185289245564491
