Time_s,u,v,w,q_rad_s,p_dot,r_dot,beta_rad,p_rad_s,r_rad_s,rud_deg,ail_deg,aill_deg,ailr_deg,CY,Cl,Cn
0,0.0414063446223736,-1.63492870330811,-43.8123054504395,0.00116298324428499,-2.65628859779099e-05,0.000585043453611434,-0.0264482405036688,0.00748480064794421,0.0043884152546525,0.144746780395508,0.235432952642441,-0.296962589025497,0.173903331160545,0.0176247134804726,-4.94228970637778e-06,6.17317200521939e-05
0.025,0.0591645576059818,-1.63465917110443,-43.813304901123,0.000850660435389727,-3.19150785799138e-05,0.000909162859898061,-0.0441053137183189,0.00612002657726407,0.00482106255367398,0.166116327047348,0.192628711462021,-0.266924321651459,0.118333101272583,0.0162141006439924,-7.87187582318438e-06,0.000103430204035249
0.05,0.0303512364625931,-1.63459777832031,-43.8130493164062,0.00186390383169055,-7.70988553995267e-05,0.000855634803883731,-0.0351570472121239,0.00712447566911578,0.00495411362498999,0.263870805501938,0.130753383040428,-0.134702950716019,0.126803815364838,0.0170889496803284,-9.20342881727265e-06,9.15225027711131e-05
0.075,0.0343642979860306,-1.63367784023285,-43.8131332397461,-0.000373295566532761,-0.000200851776753552,0.000681251054629683,-0.0427418537437916,0.00657391967251897,0.00384036847390234,0.1857570707798,0.095677562057972,-0.0383880920708179,0.152967035770416,0.0184070765972137,-1.52956436068052e-05,7.66097873565741e-05
0.1,0.0256916861981153,-1.63589060306549,-43.8112373352051,0.00322699546813965,-6.51347727398388e-05,0.000900484214071184,-0.0619276911020279,0.00839879177510738,0.0072633558884263,0.0656284242868423,0.150247812271118,-0.186388000845909,0.114107631146908,0.0152862500399351,-8.55108100950019e-06,9.7246200311929e-05
0.125,0.0324920304119587,-1.63601768016815,-43.812873840332,0.00150899204891175,-0.027335511520505,-0.00329627422615886,-0.0439566299319267,0.00529685616493225,0.000193267958820798,0.264613807201385,0.0691536441445351,-0.0839104950428009,0.0543967969715595,0.0123929437249899,-0.00138250028248876,-0.000174745931872167
0.15,0.0329217985272408,-1.63345646858215,-43.8128128051758,0.00158878415822983,-0.0272086430341005,-0.00346157746389508,-0.0550007075071335,0.00315075996331871,0.0039860918186605,0.256592959165573,0.192364633083344,-0.305968016386032,0.0787612348794937,0.0127080734819174,-0.00132980477064848,-0.000186897872481495
0.175,0.047765176743269,-1.63654577732086,-43.8135528564453,0.00200418569147587,-0.027543306350708,-0.00320568005554378,-0.0492155998945236,0.00666181975975633,0.00182990403845906,0.215686738491058,0.121413454413414,-0.185071393847466,0.0577555187046528,0.00907121319323778,-0.00137512572109699,-0.000161435120389797
0.2,0.0377663522958755,-1.63517272472382,-43.8144721984863,0.000593211851082742,-0.0273862052708864,-0.00370773836039007,-0.0408043526113033,0.00296544283628464,0.00174359395168722,0.177421197295189,0.157104730606079,-0.122435361146927,0.19177408516407,0.0101948883384466,-0.00139595894142985,-0.000220544970943592
0.225,0.051787693053484,-1.63399374485016,-43.8134574890137,0.00429831631481647,-0.0275130234658718,-0.00385076808743179,-0.0508032627403736,0.00336904567666352,0.00718435784801841,0.136593982577324,0.11684738099575,-0.113285660743713,0.120409093797207,0.0108613073825836,-0.00141405139584094,-0.000236882086028345
0.25,0.0298584960401058,-1.63440501689911,-43.8128471374512,0.00042359295184724,-0.02740079164505,-0.00336662796325982,-0.049688495695591,0.00442803604528308,0.00416541518643498,0.000223328228457831,0.0216106679290533,-0.076706200838089,-0.0334848649799824,0.0101413782685995,-0.00144826667383313,-0.000190213657333516
0.275,0.0392684638500214,-1.63658022880554,-43.8118476867676,0.00550074130296707,-0.0274886693805456,-0.00328106363303959,-0.0526728220283985,0.00292685045860708,0.00292297662235796,0.178856164216995,0.0600100681185722,-0.0957933366298676,0.0242267996072769,0.00216017127968371,-0.00133044831454754,-0.000164499098900706
0.3,0.0492364279925823,-1.63458204269409,-43.8119125366211,0.000911111361347139,-0.0270028039813042,-0.0033600574824959,-0.051859512925148,0.00371405202895403,0.00303175975568593,0.281307905912399,0.144273966550827,-0.112809345126152,0.175738573074341,0.0135050881654024,-0.00139056786429137,-0.000187231038580649
0.325,0.0279859639704227,-1.63345372676849,-43.8134269714355,3.95128008676693e-05,-0.0273480359464884,-0.00332396198064089,-0.0608350411057472,0.00344881461933255,0.00329346093349159,0.234695613384247,0.0636760964989662,-0.0755364373326302,0.051815751940012,0.0111398128792644,-0.00143723946530372,-0.000184769509360194
0.35,0.0278588924556971,-1.63592803478241,-43.8120384216309,0.00202953605912626,-0.0277594160288572,-0.00377275748178363,-0.0541643500328064,0.00957161467522383,0.00433752266690135,0.248836904764175,0.0489830300211906,-0.185172036290169,-0.0872059762477875,0.0175660196691751,-0.00140642374753952,-0.000223355207708664
0.375,0.0281940009444952,-1.63447165489197,-43.8145866394043,0.00123472954146564,-0.0133831119164824,-0.00308756716549397,-0.0418696813285351,0.00320844794623554,0.00201665912754834,0.127619832754135,0.0701815038919449,-0.191980913281441,-0.0516179129481316,0.0113190561532974,-0.000695565482601523,-0.000252891564741731
0.4,0.0213532261550426,-1.63314354419708,-43.8126449584961,0.00307085574604571,-0.0134885059669614,-0.00301459175534546,-0.0709144547581673,0.00284915021620691,0.00490694725885987,0.163890033960342,0.0678757950663567,-0.179775401949883,-0.0440238155424595,0.00951775256544352,-0.000658673117868602,-0.000229063269216567
0.425,0.0418335273861885,-1.63575458526611,-43.8148536682129,0.00121353950817138,-0.0137102212756872,-0.00294590555131435,-0.0429611466825008,0.00331145827658474,0.00274494150653481,0.296342343091965,0.148992151021957,-0.0219031553715467,0.276081144809723,0.00224829255603254,-0.000691944849677384,-0.000227689437451772
0.45,0.0263743083924055,-1.6341415643692,-43.8128662109375,0.00230196840129793,-0.0137596484273672,-0.00288121355697513,-0.0714326128363609,0.00509198568761349,0.00215273816138506,0.0560424849390984,0.132188767194748,-0.176637187600136,0.08774034678936,0.0155170066282153,-0.000679633871186525,-0.000215378153370693
0.475,0.0450439862906933,-1.63519871234894,-43.8127326965332,0.000896058394573629,-0.0135418549180031,-0.00283510563895106,-0.0527479387819767,0.00374819850549102,0.00464905332773924,0.136250868439674,0.176792368292809,-0.310696929693222,0.042887806892395,0.00680369837209582,-0.000690713815856725,-0.000219027395360172
0.5,0.0426316261291504,-1.63507497310638,-43.8141975402832,0.00325167900882661,-0.0135469539090991,-0.00323657714761794,-0.0404121726751328,0.00549758598208427,0.0047887796536088,0.0880905464291573,0.0721687227487564,-0.0957966819405556,0.0485407635569572,0.0137606840580702,-0.000690867484081537,-0.000263331283349544
0.525,0.0434756316244602,-1.63458025455475,-43.8143348693848,0.00166127504780889,-0.00693576131016016,-0.00272275926545262,-0.0604488216340542,0.00463928235694766,0.00505385408177972,0.169372230768204,0.0432615019381046,0.00511805154383183,0.0916410535573959,0.0124484244734049,-0.000345536856912076,-0.000250404846156016
0.55,0.0412993542850018,-1.63372313976288,-43.8161697387695,0.000172768952324986,-0.00701011531054974,-0.00227450905367732,-0.0511202700436115,0.00120271136984229,0.00385745847597718,0.271358549594879,-0.0103206858038902,-0.0982070043683052,-0.118848375976086,0.00499716773629189,-0.000362670776667073,-0.000207092598429881
0.575,0.0237839967012405,-1.63407063484192,-43.813720703125,0.00220595090650022,-0.0070095551200211,-0.00229822238907218,-0.0488814488053322,0.00253639928996563,0.00482285022735596,0.115604892373085,0.150176107883453,-0.222807109355927,0.0775451064109802,0.0054049170576036,-0.000350661895936355,-0.000202906230697408
0.6,0.047327034175396,-1.63548016548157,-43.8142433166504,0.000355719326762483,-0.00707162730395794,-0.00252055772580206,-0.0425657220184803,0.00571694318205118,0.00377676170319319,0.118866190314293,0.0959703326225281,-0.0770124420523643,0.114928230643272,0.0103349424898624,-0.00033794975024648,-0.000217229229747318
0.625,0.0436510667204857,-1.63589680194855,-43.8170738220215,0.00206742063164711,-0.00668070279061794,-0.00255818292498589,-0.0533680617809296,0.00454487977549434,0.00184234452899545,0.0396423749625683,0.120365545153618,-0.139343276619911,0.101387806236744,0.0103316390886903,-0.000338438083417714,-0.000237694985116832
0.65,0.0405192188918591,-1.63305377960205,-43.8143692016602,0.00175506959203631,-0.00654995488002896,-0.00262200180441141,-0.0423054173588753,0.00329213892109692,0.00465678749606013,0.256449818611145,0.165054798126221,-0.223907828330994,0.106201782822609,0.0147339226678014,-0.000333686068188399,-0.000247758667683229
0.675,0.0304944477975368,-1.63539612293243,-43.8146286010742,-0.00048795374459587,-0.0069360276684165,-0.00228863465599716,-0.0517091006040573,0.00435019284486771,0.00791170448064804,0.0823949947953224,0.159700766205788,-0.0527595914900303,0.266641944646835,0.00533516425639391,-0.000343534542480484,-0.000200399037566967
0.7,0.0536987520754337,-1.63464713096619,-43.8141746520996,0.0015232868026942,-0.00717511866241693,-0.00252224365249276,-0.0395369306206703,0.0043374290689826,0.00134085351601243,0.193192005157471,-0.0393102318048477,-0.0658533126115799,-0.144473776221275,0.0120823578909039,-0.000354126328602433,-0.000223600887693465
0.725,0.04863241314888,-1.63526892662048,-43.8148994445801,0.00213735923171043,-0.00730765471234918,-0.00235632294788957,-0.0379677601158619,0.00593783333897591,0.00343845295719802,0.0274974126368761,0.0847413390874863,-0.108174033463001,0.0613086372613907,0.0125575009733438,-0.000351556431269273,-0.000198935798835009
0.75,0.0442297272384167,-1.63388991355896,-43.8130493164062,-0.000146587641211227,-0.00700635742396116,-0.00245341216214001,-0.047497671097517,0.00129899778403342,0.00553297623991966,0.143090382218361,0.124183550477028,-0.200401410460472,0.047965694218874,0.00620437832549214,-0.00034803754533641,-0.000218821995076723
